session_id,user_id,timestamp,artist,track,track_len_sec,play_time_sec,replay_count,action,percent_completion,skip_position,hour_of_day,day_of_week,session_position,skip_streak,target_track_vector,user_context_vector_32d,context_cosine_similarity
S_Fallback,U1,2026-03-16 08:40:00,Adele,Rolling in the Deep,228,228,0,COMPLETE,1.0,None,8,0,11,0,"[0.27208602, -0.06424415, 0.13102141, 0.08380929, 0.047281656, -0.011500415, -0.03794211, 0.051393054, 0.17376873, 0.25757772, 0.11840193, 0.07973402, -0.11875971, -0.21326655, 0.2595099, -0.11226602, -0.058303345, -0.061638854, -0.050242286, -0.10801005, -0.11552458, 0.097085536, 0.04139475, -0.08839257, 0.07962464, -0.2567991, 0.088871405, -0.5548556, 0.15302908, -0.18950728, -0.036104325, 0.3638382]","[0.056020796, -0.035036355, 0.21541876, -0.20190634, 0.14299479, -0.3049951, -0.045455765, -0.02911923, 0.24091457, 0.05949287, -0.079942696, 0.2617539, 0.2561061, -0.17284963, 0.184407, -0.10605701, 0.014704877, 0.030666297, -0.23733509, -0.014576653, -0.21524861, -0.15149677, -0.0709325, -0.3716658, -0.24171725, -0.02059103, 0.13507998, 0.017558798, -0.045293704, 0.077737294, 0.26829788, 0.2953655]",0.289
S_Fallback,U1,2026-03-16 08:44:00,Adele,Rolling in the Deep,228,228,0,COMPLETE,1.0,None,8,0,12,0,"[0.27208602, -0.06424415, 0.13102141, 0.08380929, 0.047281656, -0.011500415, -0.03794211, 0.051393054, 0.17376873, 0.25757772, 0.11840193, 0.07973402, -0.11875971, -0.21326655, 0.2595099, -0.11226602, -0.058303345, -0.061638854, -0.050242286, -0.10801005, -0.11552458, 0.097085536, 0.04139475, -0.08839257, 0.07962464, -0.2567991, 0.088871405, -0.5548556, 0.15302908, -0.18950728, -0.036104325, 0.3638382]","[0.13965452, -0.05146875, 0.22704878, -0.14283237, 0.13727269, -0.26253065, -0.051396545, -0.0072875223, 0.2631467, 0.13768522, -0.027691541, 0.2489712, 0.1769569, -0.21880464, 0.2442668, -0.12795807, -0.007276192, 0.0051294337, -0.21827592, -0.04894137, -0.22165611, -0.09558872, -0.046131343, -0.34510893, -0.17800923, -0.104432784, 0.14464638, -0.1730262, 0.013418173, 0.0017397008, 0.21528886, 0.373693]",0.584
S_Fallback,U1,2026-03-16 08:48:00,Adele,Rolling in the Deep,228,228,0,COMPLETE,1.0,None,8,0,13,0,"[0.27208602, -0.06424415, 0.13102141, 0.08380929, 0.047281656, -0.011500415, -0.03794211, 0.051393054, 0.17376873, 0.25757772, 0.11840193, 0.07973402, -0.11875971, -0.21326655, 0.2595099, -0.11226602, -0.058303345, -0.061638854, -0.050242286, -0.10801005, -0.11552458, 0.097085536, 0.04139475, -0.08839257, 0.07962464, -0.2567991, 0.088871405, -0.5548556, 0.15302908, -0.18950728, -0.036104325, 0.3638382]","[0.21596822, -0.06332307, 0.21053089, -0.057376023, 0.112865984, -0.18021366, -0.05139779, 0.018349087, 0.25389948, 0.2081039, 0.035005443, 0.2019861, 0.06434326, -0.24217403, 0.2800308, -0.13600108, -0.031178692, -0.024414485, -0.16820508, -0.081401415, -0.19993791, -0.019885134, -0.012061706, -0.26998782, -0.08271692, -0.185584, 0.13656236, -0.36590558, 0.07804842, -0.08441553, 0.12722239, 0.4134262]",0.841
S_Fallback,U1,2026-03-16 08:52:00,Queen,Bohemian Rhapsody,354,354,0,COMPLETE,1.0,None,8,0,14,0,"[0.029618518, 0.13323939, -0.108936444, -0.07670602, -0.12415662, -0.028846841, -0.08043422, 0.2384688, -0.26640746, 0.11269897, -0.11946564, -0.03014255, 0.27934697, -0.17317282, 0.009910288, -0.16168053, 0.15599528, -0.1362303, 0.13709556, -0.054453336, 0.29775664, -0.3366357, 0.36625367, 0.088345595, -0.20470631, -0.25641963, 0.06920104, -0.037740454, -0.066629365, 0.25724646, 0.029323721, -0.23872834]","[0.25850412, -0.06648946, 0.1715917, 0.024835192, 0.07823641, -0.086583145, -0.04545906, 0.03890245, 0.21637878, 0.24633488, 0.086411364, 0.13708818, -0.04269201, -0.23485564, 0.27929968, -0.12739749, -0.04871569, -0.047722653, -0.10448192, -0.100702964, -0.15762356, 0.04936774, 0.019464571, -0.17234679, 0.011122105, -0.23590973, 0.11363064, -0.4942085, 0.12618989, -0.15085861, 0.0346308, 0.40078962]",-0.147
S_Fallback,U1,2026-03-16 08:56:00,Queen,Bohemian Rhapsody,354,354,0,COMPLETE,1.0,None,8,0,15,0,"[0.029618518, 0.13323939, -0.108936444, -0.07670602, -0.12415662, -0.028846841, -0.08043422, 0.2384688, -0.26640746, 0.11269897, -0.11946564, -0.03014255, 0.27934697, -0.17317282, 0.009910288, -0.16168053, 0.15599528, -0.1362303, 0.13709556, -0.054453336, 0.29775664, -0.3366357, 0.36625367, 0.088345595, -0.20470631, -0.25641963, 0.06920104, -0.037740454, -0.066629365, 0.25724646, 0.029323721, -0.23872834]","[0.2814268, -0.031148596, 0.10450628, 0.065080516, 0.016355019, -0.01884175, -0.058452807, 0.11177926, 0.10790925, 0.28773198, 0.089148834, 0.072698526, -0.049261868, -0.25833705, 0.26380238, -0.15374386, -0.019438256, -0.09635936, -0.016079016, -0.122465916, -0.041370034, 0.013016156, 0.13387921, -0.0667655, 0.02864513, -0.32312706, 0.10690716, -0.56819975, 0.13731645, -0.12606293, -0.028972719, 0.30626312]",0.098
S_Fallback,U1,2026-03-16 09:00:00,Queen,Bohemian Rhapsody,354,354,0,COMPLETE,1.0,None,9,0,16,0,"[0.029618518, 0.13323939, -0.108936444, -0.07670602, -0.12415662, -0.028846841, -0.08043422, 0.2384688, -0.26640746, 0.11269897, -0.11946564, -0.03014255, 0.27934697, -0.17317282, 0.009910288, -0.16168053, 0.15599528, -0.1362303, 0.13709556, -0.054453336, 0.29775664, -0.3366357, 0.36625367, 0.088345595, -0.20470631, -0.25641963, 0.06920104, -0.037740454, -0.066629365, 0.25724646, 0.029323721, -0.23872834]","[0.26194462, 0.022064604, 0.052416544, 0.029325938, -0.031854875, -0.027584352, -0.08218757, 0.1888276, -0.0034433757, 0.29863682, 0.03478886, 0.053531237, 0.060561698, -0.2950507, 0.23886317, -0.19751696, 0.04101394, -0.13684541, 0.036940012, -0.12953296, 0.07448171, -0.1142973, 0.2563187, -0.026474819, -0.051024497, -0.38393924, 0.12117926, -0.5206153, 0.0974866, -0.016165238, -0.014859731, 0.18372366]",0.462
S_Fallback,U1,2026-03-16 09:04:00,Daft Punk,Get Lucky,240,240,0,COMPLETE,1.0,None,9,0,17,0,"[-0.009576182, -0.020491658, 0.19198652, -0.23159699, 0.13736305, -0.3153199, -0.037937522, -0.043227747, 0.20789894, -0.0023267614, -0.11300303, 0.25314885, 0.2968801, -0.12701377, 0.1275105, -0.08258056, 0.029917127, 0.04740322, -0.23504615, 0.011794996, -0.19568323, -0.1823248, -0.084351085, -0.365653, -0.2720847, 0.042717583, 0.11870827, 0.15703262, -0.085511245, 0.12847851, 0.28893566, 0.2171891]","[0.18939932, 0.08115089, -0.019377882, -0.0186996, -0.08314853, -0.032774337, -0.094901055, 0.24479994, -0.13514233, 0.2552897, -0.03638016, 0.020656614, 0.17967364, -0.2830549, 0.164184, -0.2123016, 0.10513124, -0.15916288, 0.09299075, -0.11350902, 0.1981338, -0.24406497, 0.35351518, 0.02640454, -0.13609518, -0.38382575, 0.115293965, -0.36589655, 0.031765662, 0.117501706, 0.0047160806, 0.0034381687]",0.027
S_Fallback,U1,2026-03-16 09:08:00,Miles Davis,So What,540,540,0,COMPLETE,1.0,None,9,0,18,0,"[-0.009576182, -0.020491658, 0.19198652, -0.23159699, 0.13736305, -0.3153199, -0.037937522, -0.043227747, 0.20789894, -0.0023267614, -0.11300303, 0.25314885, 0.2968801, -0.12701377, 0.1275105, -0.08258056, 0.029917127, 0.04740322, -0.23504615, 0.011794996, -0.19568323, -0.1823248, -0.084351085, -0.365653, -0.2720847, 0.042717583, 0.11870827, 0.15703262, -0.085511245, 0.12847851, 0.28893566, 0.2171891]","[0.11020356, 0.09879223, -0.001192287, -0.11852777, -0.058910176, -0.12964801, -0.09948224, 0.22694372, -0.13096341, 0.18609981, -0.110715605, 0.07604456, 0.3187126, -0.2696705, 0.13071142, -0.21324266, 0.13787764, -0.13264824, 0.039518554, -0.081414096, 0.18256012, -0.34348577, 0.3311465, -0.059281424, -0.2529784, -0.30841857, 0.13021947, -0.16028586, -0.0415171, 0.22290993, 0.10689055, -0.04239137]",0.326
S_Fallback,U1,2026-03-16 09:12:00,Daft Punk,Get Lucky,240,240,0,COMPLETE,1.0,None,9,0,19,0,"[-0.009576182, -0.020491658, 0.19198652, -0.23159699, 0.13736305, -0.3153199, -0.037937522, -0.043227747, 0.20789894, -0.0023267614, -0.11300303, 0.25314885, 0.2968801, -0.12701377, 0.1275105, -0.08258056, 0.029917127, 0.04740322, -0.23504615, 0.011794996, -0.19568323, -0.1823248, -0.084351085, -0.365653, -0.2720847, 0.042717583, 0.11870827, 0.15703262, -0.085511245, 0.12847851, 0.28893566, 0.2171891]","[0.019367566, 0.09967721, 0.015883366, -0.19264205, -0.027158845, -0.19927402, -0.08813024, 0.17475882, -0.1065374, 0.092649795, -0.16238083, 0.11555267, 0.3978369, -0.21493565, 0.07912049, -0.18066381, 0.14665884, -0.08721521, -0.016339596, -0.038836163, 0.13945769, -0.38193107, 0.25842398, -0.12955646, -0.32183924, -0.19000563, 0.123652115, 0.055806007, -0.103060335, 0.28583115, 0.1850094, -0.078302175]",0.552
S_Fallback,U1,2026-03-16 09:16:00,Daft Punk,Get Lucky,240,240,0,COMPLETE,1.0,None,9,0,20,0,"[-0.009576182, -0.020491658, 0.19198652, -0.23159699, 0.13736305, -0.3153199, -0.037937522, -0.043227747, 0.20789894, -0.0023267614, -0.11300303, 0.25314885, 0.2968801, -0.12701377, 0.1275105, -0.08258056, 0.029917127, 0.04740322, -0.23504615, 0.011794996, -0.19568323, -0.1823248, -0.084351085, -0.365653, -0.2720847, 0.042717583, 0.11870827, 0.15703262, -0.085511245, 0.12847851, 0.28893566, 0.2171891]","[0.008477017, 0.056961875, 0.09949711, -0.23567972, 0.045506388, -0.2788728, -0.07632222, 0.09648729, 0.025252234, 0.060689025, -0.16058515, 0.19426736, 0.40270862, -0.20211002, 0.11179661, -0.15868527, 0.11162707, -0.036191225, -0.11974201, -0.020428559, 0.0023516736, -0.3390546, 0.13322, -0.25570348, -0.34056088, -0.10688809, 0.13740806, 0.1099252, -0.10830681, 0.25005203, 0.2571446, 0.04837797]",0.831
S_Fallback,U1,2026-03-16 09:20:00,Daft Punk,Get Lucky,240,240,0,COMPLETE,1.0,None,9,0,21,0,"[-0.009576182, -0.020491658, 0.19198652, -0.23159699, 0.13736305, -0.3153199, -0.037937522, -0.043227747, 0.20789894, -0.0023267614, -0.11300303, 0.25314885, 0.2968801, -0.12701377, 0.1275105, -0.08258056, 0.029917127, 0.04740322, -0.23504615, 0.011794996, -0.19568323, -0.1823248, -0.084351085, -0.365653, -0.2720847, 0.042717583, 0.11870827, 0.15703262, -0.085511245, 0.12847851, 0.28893566, 0.2171891]","[-0.002108678, 0.012447055, 0.15998223, -0.2435127, 0.10324544, -0.31319317, -0.056365434, 0.015914919, 0.13720602, 0.025099587, -0.13873285, 0.23850183, 0.3560991, -0.16537598, 0.12622446, -0.119439386, 0.06692058, 0.012959239, -0.19495918, -0.0017656909, -0.11773362, -0.25876802, 0.007003507, -0.33361915, -0.31390172, -0.02076809, 0.13207059, 0.14332403, -0.09921044, 0.18720818, 0.2876886, 0.15294664]",0.97
S_Fallback,U1,2026-03-16 09:24:00,Queen,Bohemian Rhapsody,354,354,0,COMPLETE,1.0,None,9,0,22,0,"[0.029618518, 0.13323939, -0.108936444, -0.07670602, -0.12415662, -0.028846841, -0.08043422, 0.2384688, -0.26640746, 0.11269897, -0.11946564, -0.03014255, 0.27934697, -0.17317282, 0.009910288, -0.16168053, 0.15599528, -0.1362303, 0.13709556, -0.054453336, 0.29775664, -0.3366357, 0.36625367, 0.088345595, -0.20470631, -0.25641963, 0.06920104, -0.037740454, -0.066629365, 0.25724646, 0.029323721, -0.23872834]","[-0.009576183, -0.02049166, 0.19198653, -0.231597, 0.13736306, -0.31531993, -0.037937526, -0.04322775, 0.20789896, -0.0023267616, -0.11300304, 0.25314888, 0.29688013, -0.12701379, 0.12751052, -0.08258057, 0.029917128, 0.047403224, -0.23504616, 0.011794997, -0.19568324, -0.18232481, -0.08435109, -0.36565304, -0.27208474, 0.042717587, 0.118708275, 0.15703264, -0.08551125, 0.12847853, 0.2889357, 0.21718912]",-0.004
S_Fallback,U1,2026-03-16 09:28:00,Queen,Bohemian Rhapsody,354,354,0,COMPLETE,1.0,None,9,0,23,0,"[0.029618518, 0.13323939, -0.108936444, -0.07670602, -0.12415662, -0.028846841, -0.08043422, 0.2384688, -0.26640746, 0.11269897, -0.11946564, -0.03014255, 0.27934697, -0.17317282, 0.009910288, -0.16168053, 0.15599528, -0.1362303, 0.13709556, -0.054453336, 0.29775664, -0.3366357, 0.36625367, 0.088345595, -0.20470631, -0.25641963, 0.06920104, -0.037740454, -0.066629365, 0.25724646, 0.029323721, -0.23872834]","[-0.002108678, 0.012447056, 0.15998223, -0.24351268, 0.10324543, -0.31319314, -0.05636543, 0.015914917, 0.13720602, 0.02509959, -0.13873285, 0.23850182, 0.35609904, -0.16537596, 0.12622444, -0.11943938, 0.06692058, 0.012959239, -0.19495916, -0.00176569, -0.117733605, -0.25876805, 0.00700351, -0.33361912, -0.3139017, -0.020768084, 0.13207059, 0.14332403, -0.09921044, 0.18720815, 0.28768858, 0.15294662]",0.239
S_Fallback,U1,2026-03-16 09:32:00,Miles Davis,So What,540,540,0,COMPLETE,1.0,None,9,0,24,0,"[-0.009576182, -0.020491658, 0.19198652, -0.23159699, 0.13736305, -0.3153199, -0.037937522, -0.043227747, 0.20789894, -0.0023267614, -0.11300303, 0.25314885, 0.2968801, -0.12701377, 0.1275105, -0.08258056, 0.029917127, 0.04740322, -0.23504615, 0.011794996, -0.19568323, -0.1823248, -0.084351085, -0.365653, -0.2720847, 0.042717583, 0.11870827, 0.15703262, -0.085511245, 0.12847851, 0.28893566, 0.2171891]","[0.008477018, 0.056961875, 0.09949713, -0.23567972, 0.045506384, -0.2788728, -0.07632222, 0.096487276, 0.025252227, 0.06068902, -0.16058517, 0.19426736, 0.4027086, -0.20211002, 0.11179661, -0.15868527, 0.11162707, -0.03619122, -0.11974201, -0.020428563, 0.002351682, -0.33905464, 0.13321999, -0.25570345, -0.34056088, -0.10688809, 0.1374081, 0.1099252, -0.10830681, 0.250052, 0.25714457, 0.048377976]",0.831
S_Fallback,U1,2026-03-16 09:36:00,Adele,Rolling in the Deep,228,228,0,COMPLETE,1.0,None,9,0,25,0,"[0.27208602, -0.06424415, 0.13102141, 0.08380929, 0.047281656, -0.011500415, -0.03794211, 0.051393054, 0.17376873, 0.25757772, 0.11840193, 0.07973402, -0.11875971, -0.21326655, 0.2595099, -0.11226602, -0.058303345, -0.061638854, -0.050242286, -0.10801005, -0.11552458, 0.097085536, 0.04139475, -0.08839257, 0.07962464, -0.2567991, 0.088871405, -0.5548556, 0.15302908, -0.18950728, -0.036104325, 0.3638382]","[0.008477018, 0.056961875, 0.09949711, -0.2356797, 0.045506384, -0.2788728, -0.07632222, 0.096487276, 0.025252234, 0.060689025, -0.16058517, 0.19426736, 0.40270862, -0.20211002, 0.11179661, -0.15868527, 0.11162707, -0.036191225, -0.11974201, -0.020428563, 0.0023516777, -0.3390546, 0.13321999, -0.25570348, -0.34056088, -0.10688809, 0.13740806, 0.1099252, -0.108306825, 0.250052, 0.25714457, 0.04837797]",-0.041
S_Fallback,U1,2026-03-16 09:40:00,Adele,Rolling in the Deep,228,228,0,COMPLETE,1.0,None,9,0,26,0,"[0.27208602, -0.06424415, 0.13102141, 0.08380929, 0.047281656, -0.011500415, -0.03794211, 0.051393054, 0.17376873, 0.25757772, 0.11840193, 0.07973402, -0.11875971, -0.21326655, 0.2595099, -0.11226602, -0.058303345, -0.061638854, -0.050242286, -0.10801005, -0.11552458, 0.097085536, 0.04139475, -0.08839257, 0.07962464, -0.2567991, 0.088871405, -0.5548556, 0.15302908, -0.18950728, -0.036104325, 0.3638382]","[0.10665962, 0.055094875, 0.101517774, -0.18204112, 0.025179267, -0.23911282, -0.09385206, 0.15097588, 0.0193904, 0.16342874, -0.118401036, 0.1796323, 0.35318324, -0.27799696, 0.18257232, -0.20527181, 0.10712114, -0.08175945, -0.08410005, -0.06605411, 0.030279635, -0.32145604, 0.2067792, -0.21969688, -0.29860577, -0.2337723, 0.15877104, -0.10806067, -0.051678453, 0.19883285, 0.20514412, 0.10959425]",0.273
